generation,population ,production rate,slow codon speed,ratio,change in production rate
43,popB,2.172,64,0.64,0
44,popB,2.173,64,0.64,0.001
45,popB,2.173,64,0.64,0
46,popA,2.173,64,0.64,0
47,popB,2.173,64,0.64,0
48,popB,2.173,64,0.64,0
49,popA,2.173,64,0.64,0
50,popB,2.173,64,0.64,0
0,popA,1.973,65,0.65,0
1,popA,1.973,65,0.65,0
2,popB,1.973,65,0.65,0
3,popB,1.973,65,0.65,0
4,popB,1.973,65,0.65,0
5,popB,1.973,65,0.65,0
6,popA,1.973,65,0.65,0
7,popB,1.973,65,0.65,0
8,popB,1.973,65,0.65,0
9,popB,1.973,65,0.65,0
10,popB,1.975,65,0.65,0.002
11,popB,1.975,65,0.65,0
12,popB,1.975,65,0.65,0
13,popB,1.975,65,0.65,0
14,popB,1.975,65,0.65,0
15,popB,1.977,65,0.65,0.002
16,popB,1.978,65,0.65,0.001
17,popB,1.981,65,0.65,0.003
18,popB,1.981,65,0.65,0
19,popB,1.983,65,0.65,0.002
20,popB,1.983,65,0.65,0
21,popB,2.109,65,0.65,0.126
22,popA,2.109,65,0.65,0
23,popB,2.109,65,0.65,0
24,popB,2.109,65,0.65,0
25,popB,2.11,65,0.65,0.001
26,popB,2.11,65,0.65,0
27,popB,2.11,65,0.65,0
28,popB,2.11,65,0.65,0
29,popB,2.11,65,0.65,0
30,popA,2.11,65,0.65,0
31,popB,2.11,65,0.65,0
32,popB,2.11,65,0.65,0
33,popB,2.11,65,0.65,0
34,popA,2.11,65,0.65,0
35,popB,2.11,65,0.65,0
36,popA,2.11,65,0.65,0
37,popB,2.113,65,0.65,0.003
38,popA,2.113,65,0.65,0
39,popA,2.113,65,0.65,0
40,popA,2.113,65,0.65,0
41,popB,2.113,65,0.65,0
42,popA,2.113,65,0.65,0
43,popB,2.113,65,0.65,0
44,popB,2.113,65,0.65,0
45,popB,2.113,65,0.65,0
46,popB,2.114,65,0.65,0.001
47,popA,2.114,65,0.65,0
48,popA,2.114,65,0.65,0
49,popB,2.114,65,0.65,0
50,popA,2.114,65,0.65,0
0,popB,2.15,66,0.66,0
1,popA,2.15,66,0.66,0
2,popB,2.22,66,0.66,0.07
3,popB,2.22,66,0.66,0
4,popB,2.22,66,0.66,0
5,popB,2.232,66,0.66,0.012
6,popB,2.232,66,0.66,0
7,popB,2.232,66,0.66,0
8,popA,2.232,66,0.66,0
9,popB,2.232,66,0.66,0
10,popB,2.232,66,0.66,0
11,popB,2.232,66,0.66,0
12,popB,2.234,66,0.66,0.002
13,popA,2.234,66,0.66,0
14,popA,2.234,66,0.66,0
15,popA,2.234,66,0.66,0
16,popB,2.234,66,0.66,0
17,popA,2.234,66,0.66,0
18,popB,2.234,66,0.66,0
19,popB,2.234,66,0.66,0
20,popB,2.234,66,0.66,0
21,popB,2.279,66,0.66,0.045
22,popB,2.281,66,0.66,0.002
23,popB,2.281,66,0.66,0
24,popB,2.281,66,0.66,0
25,popA,2.281,66,0.66,0
26,popB,2.281,66,0.66,0
27,popA,2.281,66,0.66,0
28,popB,2.281,66,0.66,0
29,popB,2.281,66,0.66,0
30,popB,2.281,66,0.66,0
31,popA,2.281,66,0.66,0
32,popB,2.281,66,0.66,0
33,popB,2.281,66,0.66,0
34,popB,2.281,66,0.66,0
35,popB,2.281,66,0.66,0
36,popB,2.281,66,0.66,0
37,popB,2.285,66,0.66,0.004
38,popB,2.285,66,0.66,0
39,popA,2.285,66,0.66,0
40,popA,2.285,66,0.66,0
41,popA,2.285,66,0.66,0
42,popB,2.285,66,0.66,0
43,popB,2.285,66,0.66,0
44,popA,2.285,66,0.66,0
45,popB,2.285,66,0.66,0
46,popB,2.285,66,0.66,0
47,popA,2.285,66,0.66,0
48,popA,2.285,66,0.66,0
49,popB,2.285,66,0.66,0
50,popB,2.285,66,0.66,0
0,popB,2.052,67,0.67,0
1,popB,2.052,67,0.67,0
2,popB,2.068,67,0.67,0.016
3,popB,2.068,67,0.67,0
4,popB,2.068,67,0.67,0
5,popB,2.068,67,0.67,0
6,popB,2.077,67,0.67,0.009
7,popA,2.077,67,0.67,0
8,popB,2.077,67,0.67,0
9,popB,2.077,67,0.67,0
10,popB,2.077,67,0.67,0
11,popB,2.077,67,0.67,0
12,popA,2.077,67,0.67,0
13,popB,2.077,67,0.67,0
14,popB,2.077,67,0.67,0
15,popA,2.077,67,0.67,0
16,popB,2.077,67,0.67,0
17,popB,2.092,67,0.67,0.015
18,popB,2.14,67,0.67,0.048
19,popA,2.14,67,0.67,0
20,popA,2.14,67,0.67,0
21,popB,2.14,67,0.67,0
22,popA,2.14,67,0.67,0
23,popB,2.14,67,0.67,0
24,popB,2.14,67,0.67,0
25,popA,2.14,67,0.67,0
26,popB,2.14,67,0.67,0
27,popA,2.14,67,0.67,0
28,popB,2.14,67,0.67,0
29,popB,2.14,67,0.67,0
30,popA,2.14,67,0.67,0
31,popA,2.14,67,0.67,0
32,popB,2.14,67,0.67,0
33,popB,2.14,67,0.67,0
34,popB,2.14,67,0.67,0
35,popB,2.14,67,0.67,0
36,popB,2.14,67,0.67,0
37,popB,2.14,67,0.67,0
38,popB,2.14,67,0.67,0
39,popB,2.14,67,0.67,0
40,popB,2.14,67,0.67,0
41,popB,2.14,67,0.67,0
42,popA,2.14,67,0.67,0
43,popA,2.14,67,0.67,0
44,popB,2.14,67,0.67,0
45,popA,2.14,67,0.67,0
46,popB,2.14,67,0.67,0
47,popA,2.14,67,0.67,0
48,popA,2.14,67,0.67,0
49,popA,2.14,67,0.67,0
50,popA,2.14,67,0.67,0
0,popB,2.244,68,0.68,0
1,popB,2.244,68,0.68,0
2,popA,2.244,68,0.68,0
3,popA,2.244,68,0.68,0
4,popA,2.244,68,0.68,0
5,popB,2.244,68,0.68,0
6,popB,2.244,68,0.68,0
7,popB,2.244,68,0.68,0
8,popB,2.247,68,0.68,0.003
9,popB,2.247,68,0.68,0
10,popA,2.247,68,0.68,0
11,popA,2.247,68,0.68,0
12,popB,2.247,68,0.68,0
13,popA,2.247,68,0.68,0
14,popB,2.247,68,0.68,0
15,popA,2.247,68,0.68,0
16,popA,2.247,68,0.68,0
17,popA,2.247,68,0.68,0
18,popA,2.247,68,0.68,0
19,popB,2.247,68,0.68,0
20,popB,2.247,68,0.68,0
21,popA,2.247,68,0.68,0
22,popB,2.247,68,0.68,0
23,popA,2.247,68,0.68,0
24,popA,2.247,68,0.68,0
25,popA,2.247,68,0.68,0
26,popB,2.247,68,0.68,0
27,popA,2.247,68,0.68,0
28,popB,2.247,68,0.68,0
29,popA,2.247,68,0.68,0
30,popB,2.248,68,0.68,0.001
31,popB,2.248,68,0.68,0
32,popB,2.248,68,0.68,0
33,popB,2.248,68,0.68,0
34,popA,2.248,68,0.68,0
35,popA,2.248,68,0.68,0
36,popA,2.248,68,0.68,0
37,popA,2.248,68,0.68,0
38,popB,2.248,68,0.68,0
39,popB,2.248,68,0.68,0
40,popA,2.248,68,0.68,0
41,popA,2.248,68,0.68,0
42,popA,2.248,68,0.68,0
43,popB,2.248,68,0.68,0
44,popA,2.248,68,0.68,0
45,popB,2.248,68,0.68,0
46,popB,2.248,68,0.68,0
47,popB,2.248,68,0.68,0
48,popA,2.248,68,0.68,0
49,popA,2.248,68,0.68,0
50,popB,2.248,68,0.68,0
0,popB,2.076,69,0.69,0
1,popB,2.076,69,0.69,0
2,popB,2.076,69,0.69,0
3,popB,2.076,69,0.69,0
4,popB,2.076,69,0.69,0
5,popB,2.076,69,0.69,0
6,popA,2.076,69,0.69,0
7,popB,2.076,69,0.69,0
8,popB,2.076,69,0.69,0
9,popB,2.088,69,0.69,0.012
10,popB,2.088,69,0.69,0
11,popB,2.171,69,0.69,0.083
12,popB,2.171,69,0.69,0
13,popB,2.175,69,0.69,0.004
14,popA,2.175,69,0.69,0
15,popB,2.176,69,0.69,0.001
16,popB,2.176,69,0.69,0
17,popB,2.176,69,0.69,0
18,popB,2.176,69,0.69,0
19,popB,2.201,69,0.69,0.025
20,popA,2.201,69,0.69,0
21,popB,2.201,69,0.69,0
22,popB,2.201,69,0.69,0
23,popB,2.201,69,0.69,0
24,popA,2.201,69,0.69,0
25,popA,2.201,69,0.69,0
26,popB,2.201,69,0.69,0
27,popA,2.201,69,0.69,0
28,popB,2.201,69,0.69,0
29,popB,2.201,69,0.69,0
30,popB,2.201,69,0.69,0
31,popB,2.201,69,0.69,0
32,popB,2.201,69,0.69,0
33,popA,2.201,69,0.69,0
34,popA,2.201,69,0.69,0
35,popB,2.201,69,0.69,0
36,popB,2.201,69,0.69,0
37,popB,2.201,69,0.69,0
38,popA,2.201,69,0.69,0
39,popA,2.201,69,0.69,0
40,popB,2.201,69,0.69,0
41,popA,2.201,69,0.69,0
42,popA,2.201,69,0.69,0
43,popB,2.201,69,0.69,0
44,popB,2.201,69,0.69,0
45,popB,2.201,69,0.69,0
46,popB,2.201,69,0.69,0
47,popB,2.201,69,0.69,0
48,popB,2.201,69,0.69,0
49,popB,2.201,69,0.69,0
50,popA,2.201,69,0.69,0
0,popB,2.111,70,0.7,0
1,popB,2.18,70,0.7,0.069
2,popB,2.319,70,0.7,0.139
3,popB,2.319,70,0.7,0
4,popB,2.319,70,0.7,0
5,popB,2.319,70,0.7,0
6,popB,2.319,70,0.7,0
7,popA,2.319,70,0.7,0
8,popB,2.319,70,0.7,0
9,popB,2.319,70,0.7,0
10,popB,2.319,70,0.7,0
11,popB,2.319,70,0.7,0
12,popB,2.319,70,0.7,0
13,popA,2.319,70,0.7,0
14,popB,2.319,70,0.7,0
15,popA,2.319,70,0.7,0
16,popA,2.319,70,0.7,0
17,popB,2.319,70,0.7,0
18,popA,2.319,70,0.7,0
19,popB,2.319,70,0.7,0
20,popB,2.319,70,0.7,0
21,popB,2.319,70,0.7,0
22,popA,2.319,70,0.7,0
23,popB,2.319,70,0.7,0
24,popA,2.319,70,0.7,0
25,popB,2.319,70,0.7,0
26,popB,2.319,70,0.7,0
27,popB,2.319,70,0.7,0
28,popA,2.319,70,0.7,0
29,popB,2.319,70,0.7,0
30,popB,2.319,70,0.7,0
31,popB,2.319,70,0.7,0
32,popB,2.319,70,0.7,0
33,popB,2.319,70,0.7,0
34,popA,2.319,70,0.7,0
35,popA,2.319,70,0.7,0
36,popB,2.319,70,0.7,0
37,popB,2.319,70,0.7,0
38,popA,2.319,70,0.7,0
39,popB,2.319,70,0.7,0
40,popB,2.321,70,0.7,0.002
41,popB,2.321,70,0.7,0
42,popB,2.321,70,0.7,0
43,popB,2.321,70,0.7,0
44,popB,2.321,70,0.7,0
45,popB,2.321,70,0.7,0
46,popA,2.321,70,0.7,0
47,popA,2.321,70,0.7,0
48,popB,2.321,70,0.7,0
49,popA,2.321,70,0.7,0
50,popA,2.321,70,0.7,0
0,popA,2.004,71,0.71,0
1,popB,2.004,71,0.71,0
2,popA,2.004,71,0.71,0
3,popA,2.004,71,0.71,0
4,popA,2.004,71,0.71,0
5,popA,2.004,71,0.71,0
6,popB,2.004,71,0.71,0
7,popB,2.004,71,0.71,0
8,popB,2.004,71,0.71,0
9,popA,2.004,71,0.71,0
10,popB,2.004,71,0.71,0
11,popA,2.004,71,0.71,0
12,popB,2.004,71,0.71,0
13,popB,2.08,71,0.71,0.076
14,popB,2.08,71,0.71,0
15,popB,2.111,71,0.71,0.031
16,popB,2.111,71,0.71,0
17,popA,2.111,71,0.71,0
18,popB,2.111,71,0.71,0
19,popB,2.111,71,0.71,0
20,popA,2.111,71,0.71,0
21,popB,2.111,71,0.71,0
22,popA,2.111,71,0.71,0
23,popB,2.111,71,0.71,0
24,popB,2.111,71,0.71,0
25,popA,2.111,71,0.71,0
26,popA,2.111,71,0.71,0
27,popB,2.111,71,0.71,0
28,popB,2.111,71,0.71,0
29,popA,2.111,71,0.71,0
30,popA,2.111,71,0.71,0
31,popA,2.111,71,0.71,0
32,popB,2.111,71,0.71,0
33,popB,2.111,71,0.71,0
34,popA,2.111,71,0.71,0
35,popB,2.111,71,0.71,0
36,popB,2.111,71,0.71,0
37,popA,2.111,71,0.71,0
38,popA,2.111,71,0.71,0
39,popA,2.111,71,0.71,0
40,popB,2.111,71,0.71,0
41,popA,2.111,71,0.71,0
42,popA,2.111,71,0.71,0
43,popA,2.111,71,0.71,0
44,popB,2.111,71,0.71,0
45,popB,2.112,71,0.71,0.001
46,popA,2.112,71,0.71,0
47,popB,2.112,71,0.71,0
48,popB,2.112,71,0.71,0
49,popB,2.112,71,0.71,0
50,popB,2.112,71,0.71,0
0,popB,2.143,72,0.72,0
1,popB,2.143,72,0.72,0
2,popA,2.143,72,0.72,0
3,popB,2.143,72,0.72,0
4,popB,2.143,72,0.72,0
5,popB,2.153,72,0.72,0.01
6,popB,2.153,72,0.72,0
7,popB,2.153,72,0.72,0
8,popA,2.153,72,0.72,0
9,popB,2.187,72,0.72,0.034
10,popB,2.187,72,0.72,0
11,popB,2.187,72,0.72,0
12,popB,2.238,72,0.72,0.051
13,popB,2.257,72,0.72,0.019
14,popB,2.257,72,0.72,0
15,popA,2.257,72,0.72,0
16,popB,2.257,72,0.72,0
17,popB,2.257,72,0.72,0
18,popB,2.257,72,0.72,0
19,popB,2.257,72,0.72,0
20,popB,2.258,72,0.72,0.001
21,popB,2.258,72,0.72,0
22,popA,2.258,72,0.72,0
23,popB,2.258,72,0.72,0
24,popA,2.258,72,0.72,0
25,popB,2.258,72,0.72,0
26,popB,2.258,72,0.72,0
27,popA,2.258,72,0.72,0
28,popB,2.258,72,0.72,0
29,popA,2.258,72,0.72,0
30,popA,2.258,72,0.72,0
31,popB,2.258,72,0.72,0
32,popA,2.258,72,0.72,0
33,popB,2.258,72,0.72,0
34,popB,2.258,72,0.72,0
35,popA,2.258,72,0.72,0
36,popB,2.258,72,0.72,0
37,popA,2.258,72,0.72,0
38,popA,2.258,72,0.72,0
39,popB,2.258,72,0.72,0
40,popB,2.258,72,0.72,0
41,popB,2.258,72,0.72,0
42,popA,2.258,72,0.72,0
43,popA,2.258,72,0.72,0
44,popB,2.258,72,0.72,0
45,popB,2.258,72,0.72,0
46,popB,2.258,72,0.72,0
47,popA,2.258,72,0.72,0
48,popB,2.258,72,0.72,0
49,popB,2.258,72,0.72,0
50,popB,2.261,72,0.72,0.003
0,popB,2.175,73,0.73,0
1,popB,2.175,73,0.73,0
2,popA,2.175,73,0.73,0
3,popB,2.176,73,0.73,0.001
4,popB,2.182,73,0.73,0.006
5,popA,2.182,73,0.73,0
6,popA,2.182,73,0.73,0
7,popB,2.184,73,0.73,0.002
8,popB,2.184,73,0.73,0
9,popB,2.184,73,0.73,0
10,popB,2.246,73,0.73,0.062
11,popA,2.246,73,0.73,0
12,popB,2.246,73,0.73,0
13,popB,2.246,73,0.73,0
14,popB,2.246,73,0.73,0
15,popA,2.246,73,0.73,0
16,popA,2.246,73,0.73,0
17,popB,2.246,73,0.73,0
18,popA,2.246,73,0.73,0
19,popB,2.246,73,0.73,0
20,popB,2.246,73,0.73,0
21,popB,2.246,73,0.73,0
22,popB,2.246,73,0.73,0
23,popB,2.246,73,0.73,0
24,popB,2.246,73,0.73,0
25,popB,2.247,73,0.73,0.001
26,popB,2.247,73,0.73,0
27,popA,2.247,73,0.73,0
28,popB,2.247,73,0.73,0
29,popB,2.247,73,0.73,0
30,popA,2.247,73,0.73,0
31,popB,2.247,73,0.73,0
32,popB,2.247,73,0.73,0
33,popB,2.247,73,0.73,0
34,popB,2.247,73,0.73,0
35,popB,2.248,73,0.73,0.001
36,popB,2.248,73,0.73,0
37,popA,2.248,73,0.73,0
38,popA,2.248,73,0.73,0
39,popA,2.248,73,0.73,0
40,popB,2.248,73,0.73,0
41,popB,2.248,73,0.73,0
42,popB,2.257,73,0.73,0.009
43,popB,2.257,73,0.73,0
44,popA,2.257,73,0.73,0
45,popB,2.257,73,0.73,0
46,popB,2.257,73,0.73,0
47,popB,2.257,73,0.73,0
48,popB,2.257,73,0.73,0
49,popB,2.257,73,0.73,0
50,popA,2.257,73,0.73,0
0,popA,1.978,74,0.74,0
1,popA,1.978,74,0.74,0
2,popA,1.978,74,0.74,0
3,popB,1.978,74,0.74,0
4,popA,1.978,74,0.74,0
5,popB,1.978,74,0.74,0
6,popA,1.978,74,0.74,0
7,popB,1.99,74,0.74,0.012
8,popA,1.99,74,0.74,0
9,popB,1.99,74,0.74,0
10,popB,1.99,74,0.74,0
11,popB,1.99,74,0.74,0
12,popB,1.99,74,0.74,0
13,popA,1.99,74,0.74,0
14,popB,1.991,74,0.74,0.001
15,popB,1.991,74,0.74,0
16,popB,1.991,74,0.74,0
17,popB,1.991,74,0.74,0
18,popB,1.991,74,0.74,0
19,popB,1.991,74,0.74,0
20,popB,1.991,74,0.74,0
21,popB,1.992,74,0.74,0.001
22,popA,1.992,74,0.74,0
23,popB,1.992,74,0.74,0
24,popB,1.992,74,0.74,0
25,popB,1.992,74,0.74,0
26,popB,1.992,74,0.74,0
27,popA,1.992,74,0.74,0
28,popB,1.992,74,0.74,0
29,popB,1.992,74,0.74,0
30,popB,1.992,74,0.74,0
31,popB,1.992,74,0.74,0
32,popB,1.992,74,0.74,0
33,popA,1.992,74,0.74,0
34,popB,1.992,74,0.74,0
35,popA,1.992,74,0.74,0
36,popB,1.992,74,0.74,0
37,popA,1.992,74,0.74,0
38,popA,1.992,74,0.74,0
39,popA,1.992,74,0.74,0
40,popB,1.992,74,0.74,0
41,popB,1.992,74,0.74,0
42,popB,1.993,74,0.74,0.001
43,popA,1.993,74,0.74,0
44,popB,1.995,74,0.74,0.002
45,popB,1.995,74,0.74,0
46,popB,1.995,74,0.74,0
47,popA,1.995,74,0.74,0
48,popB,1.995,74,0.74,0
49,popB,1.995,74,0.74,0
50,popA,1.995,74,0.74,0
0,popB,2.215,75,0.75,0
1,popB,2.215,75,0.75,0
2,popB,2.215,75,0.75,0
3,popB,2.215,75,0.75,0
4,popB,2.215,75,0.75,0
5,popA,2.215,75,0.75,0
6,popA,2.215,75,0.75,0
7,popA,2.215,75,0.75,0
8,popA,2.215,75,0.75,0
9,popA,2.215,75,0.75,0
10,popA,2.215,75,0.75,0
11,popA,2.215,75,0.75,0
12,popA,2.215,75,0.75,0
13,popA,2.215,75,0.75,0
14,popB,2.215,75,0.75,0
15,popB,2.215,75,0.75,0
16,popB,2.255,75,0.75,0.04
17,popB,2.256,75,0.75,0.001
18,popB,2.256,75,0.75,0
19,popB,2.256,75,0.75,0
20,popB,2.256,75,0.75,0
21,popA,2.256,75,0.75,0
22,popB,2.256,75,0.75,0
23,popB,2.256,75,0.75,0
24,popB,2.256,75,0.75,0
25,popB,2.258,75,0.75,0.002
26,popB,2.258,75,0.75,0
27,popB,2.258,75,0.75,0
28,popA,2.258,75,0.75,0
29,popA,2.258,75,0.75,0
30,popA,2.258,75,0.75,0
31,popA,2.258,75,0.75,0
32,popB,2.258,75,0.75,0
33,popA,2.258,75,0.75,0
34,popA,2.258,75,0.75,0
35,popA,2.258,75,0.75,0
36,popB,2.258,75,0.75,0
37,popA,2.258,75,0.75,0
38,popB,2.258,75,0.75,0
39,popA,2.258,75,0.75,0
40,popA,2.258,75,0.75,0
41,popB,2.258,75,0.75,0
42,popB,2.258,75,0.75,0
43,popB,2.258,75,0.75,0
44,popB,2.258,75,0.75,0
45,popB,2.258,75,0.75,0
46,popB,2.258,75,0.75,0
47,popB,2.258,75,0.75,0
48,popA,2.258,75,0.75,0
49,popA,2.258,75,0.75,0
50,popB,2.258,75,0.75,0
0,popA,1.985,76,0.76,0
1,popB,1.985,76,0.76,0
2,popB,1.985,76,0.76,0
3,popB,1.985,76,0.76,0
4,popA,1.985,76,0.76,0
5,popB,1.985,76,0.76,0
6,popB,1.985,76,0.76,0
7,popA,1.985,76,0.76,0
8,popB,1.985,76,0.76,0
9,popB,1.985,76,0.76,0
10,popB,1.985,76,0.76,0
11,popB,1.985,76,0.76,0
12,popB,1.986,76,0.76,0.001
13,popA,1.986,76,0.76,0
14,popA,1.986,76,0.76,0
15,popA,1.986,76,0.76,0
16,popB,1.986,76,0.76,0
17,popA,1.986,76,0.76,0
18,popA,1.986,76,0.76,0
19,popA,1.986,76,0.76,0
20,popB,1.986,76,0.76,0
21,popB,1.986,76,0.76,0
22,popA,1.986,76,0.76,0
23,popA,1.986,76,0.76,0
24,popB,1.986,76,0.76,0
25,popB,1.986,76,0.76,0
26,popB,1.986,76,0.76,0
27,popA,1.986,76,0.76,0
28,popB,1.986,76,0.76,0
29,popA,1.986,76,0.76,0
30,popB,1.986,76,0.76,0
31,popA,1.986,76,0.76,0
32,popA,1.986,76,0.76,0
33,popB,1.986,76,0.76,0
34,popB,1.986,76,0.76,0
35,popA,1.986,76,0.76,0
36,popB,1.986,76,0.76,0
37,popB,1.986,76,0.76,0
38,popB,1.986,76,0.76,0
39,popB,1.986,76,0.76,0
40,popB,1.991,76,0.76,0.005
41,popA,1.991,76,0.76,0
42,popB,1.991,76,0.76,0
43,popB,1.994,76,0.76,0.003
44,popB,1.994,76,0.76,0
45,popA,1.994,76,0.76,0
46,popB,1.994,76,0.76,0
47,popB,1.994,76,0.76,0
48,popA,1.994,76,0.76,0
49,popB,1.994,76,0.76,0
50,popB,1.995,76,0.76,0.001
0,popB,1.991,77,0.77,0
1,popB,1.991,77,0.77,0
2,popB,1.991,77,0.77,0
3,popB,1.991,77,0.77,0
4,popB,1.991,77,0.77,0
5,popB,1.991,77,0.77,0
6,popB,1.991,77,0.77,0
7,popB,1.991,77,0.77,0
8,popB,1.991,77,0.77,0
9,popB,1.991,77,0.77,0
10,popB,1.993,77,0.77,0.002
11,popA,1.993,77,0.77,0
12,popB,1.993,77,0.77,0
13,popA,1.993,77,0.77,0
14,popA,1.993,77,0.77,0
15,popB,1.995,77,0.77,0.002
16,popB,1.995,77,0.77,0
17,popA,1.995,77,0.77,0
18,popB,1.995,77,0.77,0
19,popB,1.995,77,0.77,0
20,popA,1.995,77,0.77,0
21,popB,1.995,77,0.77,0
22,popB,1.995,77,0.77,0
23,popB,1.995,77,0.77,0
24,popB,1.995,77,0.77,0
25,popB,1.996,77,0.77,0.001
26,popB,1.996,77,0.77,0
27,popB,1.996,77,0.77,0
28,popB,1.996,77,0.77,0
29,popB,1.996,77,0.77,0
30,popB,1.996,77,0.77,0
31,popB,1.996,77,0.77,0
32,popB,1.997,77,0.77,0.001
33,popA,1.997,77,0.77,0
34,popB,1.997,77,0.77,0
35,popB,1.997,77,0.77,0
36,popB,1.998,77,0.77,0.001
37,popB,1.998,77,0.77,0
38,popB,1.998,77,0.77,0
39,popA,1.998,77,0.77,0
40,popB,1.998,77,0.77,0
41,popB,1.998,77,0.77,0
42,popB,1.998,77,0.77,0
43,popB,2,77,0.77,0.002
44,popB,2,77,0.77,0
45,popA,2,77,0.77,0
46,popA,2,77,0.77,0
47,popB,2,77,0.77,0
48,popA,2,77,0.77,0
49,popB,2,77,0.77,0
50,popB,2,77,0.77,0
0,popB,2.172,78,0.78,0
1,popB,2.172,78,0.78,0
2,popB,2.172,78,0.78,0
3,popA,2.172,78,0.78,0
4,popB,2.172,78,0.78,0
5,popB,2.173,78,0.78,0.001
6,popB,2.185,78,0.78,0.012
7,popB,2.185,78,0.78,0
8,popB,2.185,78,0.78,0
9,popB,2.185,78,0.78,0
10,popA,2.185,78,0.78,0
11,popB,2.185,78,0.78,0
12,popB,2.185,78,0.78,0
13,popA,2.185,78,0.78,0
14,popB,2.186,78,0.78,0.001
15,popB,2.193,78,0.78,0.007
16,popB,2.193,78,0.78,0
17,popA,2.193,78,0.78,0
18,popA,2.193,78,0.78,0
19,popA,2.193,78,0.78,0
20,popB,2.193,78,0.78,0
21,popB,2.193,78,0.78,0
22,popA,2.193,78,0.78,0
23,popB,2.193,78,0.78,0
24,popB,2.193,78,0.78,0
25,popB,2.193,78,0.78,0
26,popB,2.193,78,0.78,0
27,popA,2.193,78,0.78,0
28,popB,2.193,78,0.78,0
29,popB,2.193,78,0.78,0
30,popB,2.193,78,0.78,0
31,popB,2.193,78,0.78,0
32,popB,2.193,78,0.78,0
33,popA,2.193,78,0.78,0
34,popA,2.193,78,0.78,0
35,popA,2.193,78,0.78,0
36,popA,2.193,78,0.78,0
37,popB,2.193,78,0.78,0
38,popB,2.193,78,0.78,0
39,popB,2.193,78,0.78,0
40,popA,2.193,78,0.78,0
41,popB,2.194,78,0.78,0.001
42,popA,2.194,78,0.78,0
43,popA,2.194,78,0.78,0
44,popB,2.194,78,0.78,0
45,popB,2.194,78,0.78,0
46,popA,2.194,78,0.78,0
47,popB,2.194,78,0.78,0
48,popA,2.194,78,0.78,0
49,popA,2.194,78,0.78,0
50,popA,2.194,78,0.78,0
0,popB,2.19,79,0.79,0
1,popB,2.19,79,0.79,0
2,popB,2.19,79,0.79,0
3,popA,2.19,79,0.79,0
4,popB,2.19,79,0.79,0
5,popB,2.19,79,0.79,0
6,popB,2.19,79,0.79,0
7,popB,2.19,79,0.79,0
8,popB,2.19,79,0.79,0
9,popB,2.19,79,0.79,0
10,popB,2.19,79,0.79,0
11,popA,2.19,79,0.79,0
12,popB,2.19,79,0.79,0
13,popA,2.19,79,0.79,0
14,popB,2.19,79,0.79,0
15,popB,2.191,79,0.79,0.001
