generation,population ,production rate,slow codon speed,ratio,change in production rate
0,popA,2.153,17,0.17,0
1,popA,2.153,17,0.17,0
2,popB,2.153,17,0.17,0
3,popA,2.153,17,0.17,0
4,popB,2.153,17,0.17,0
5,popA,2.153,17,0.17,0
6,popB,2.324,17,0.17,0.171
7,popA,2.324,17,0.17,0
8,popA,2.324,17,0.17,0
9,popA,2.324,17,0.17,0
10,popB,2.406,17,0.17,0.082
11,popA,2.406,17,0.17,0
12,popB,2.406,17,0.17,0
13,popA,2.406,17,0.17,0
14,popA,2.406,17,0.17,0
15,popB,2.406,17,0.17,0
16,popA,2.406,17,0.17,0
17,popA,2.406,17,0.17,0
18,popB,2.406,17,0.17,0
19,popA,2.406,17,0.17,0
20,popB,2.406,17,0.17,0
21,popB,2.406,17,0.17,0
22,popB,2.406,17,0.17,0
23,popA,2.406,17,0.17,0
24,popB,2.406,17,0.17,0
25,popA,2.406,17,0.17,0
26,popB,2.406,17,0.17,0
27,popA,2.406,17,0.17,0
28,popA,2.406,17,0.17,0
29,popB,2.406,17,0.17,0
30,popA,2.406,17,0.17,0
31,popA,2.406,17,0.17,0
32,popA,2.406,17,0.17,0
33,popA,2.406,17,0.17,0
34,popA,2.406,17,0.17,0
35,popB,2.406,17,0.17,0
36,popA,2.406,17,0.17,0
37,popB,2.406,17,0.17,0
38,popB,2.406,17,0.17,0
39,popB,2.406,17,0.17,0
40,popB,2.406,17,0.17,0
41,popB,2.406,17,0.17,0
42,popB,2.406,17,0.17,0
43,popA,2.406,17,0.17,0
44,popA,2.406,17,0.17,0
45,popB,2.406,17,0.17,0
46,popA,2.406,17,0.17,0
47,popA,2.406,17,0.17,0
48,popB,2.406,17,0.17,0
49,popA,2.406,17,0.17,0
50,popB,2.406,17,0.17,0
0,popB,2.043,18,0.18,0
1,popA,2.043,18,0.18,0
2,popB,2.043,18,0.18,0
3,popB,2.043,18,0.18,0
4,popB,2.043,18,0.18,0
5,popA,2.043,18,0.18,0
6,popB,2.043,18,0.18,0
7,popB,2.043,18,0.18,0
8,popB,2.049,18,0.18,0.006
9,popB,2.101,18,0.18,0.052
10,popB,2.234,18,0.18,0.133
11,popB,2.234,18,0.18,0
12,popB,2.234,18,0.18,0
13,popB,2.234,18,0.18,0
14,popB,2.234,18,0.18,0
15,popB,2.234,18,0.18,0
16,popA,2.234,18,0.18,0
17,popA,2.234,18,0.18,0
18,popB,2.234,18,0.18,0
19,popB,2.234,18,0.18,0
20,popB,2.234,18,0.18,0
21,popB,2.234,18,0.18,0
22,popB,2.234,18,0.18,0
23,popB,2.234,18,0.18,0
24,popB,2.234,18,0.18,0
25,popB,2.234,18,0.18,0
26,popB,2.234,18,0.18,0
27,popB,2.323,18,0.18,0.089
28,popA,2.323,18,0.18,0
29,popA,2.323,18,0.18,0
30,popB,2.323,18,0.18,0
31,popA,2.323,18,0.18,0
32,popB,2.323,18,0.18,0
33,popB,2.323,18,0.18,0
34,popB,2.323,18,0.18,0
35,popB,2.323,18,0.18,0
36,popB,2.323,18,0.18,0
37,popA,2.323,18,0.18,0
38,popB,2.323,18,0.18,0
39,popA,2.323,18,0.18,0
40,popB,2.323,18,0.18,0
41,popB,2.323,18,0.18,0
42,popB,2.323,18,0.18,0
43,popA,2.323,18,0.18,0
44,popA,2.323,18,0.18,0
45,popB,2.323,18,0.18,0
46,popA,2.323,18,0.18,0
47,popA,2.323,18,0.18,0
48,popB,2.323,18,0.18,0
49,popA,2.323,18,0.18,0
50,popB,2.323,18,0.18,0
0,popB,2.072,19,0.19,0
1,popA,2.072,19,0.19,0
2,popB,2.072,19,0.19,0
3,popB,2.078,19,0.19,0.006
4,popA,2.078,19,0.19,0
5,popA,2.078,19,0.19,0
6,popB,2.079,19,0.19,0.001
7,popB,2.193,19,0.19,0.114
8,popB,2.193,19,0.19,0
9,popB,2.193,19,0.19,0
10,popA,2.193,19,0.19,0
11,popA,2.193,19,0.19,0
12,popB,2.193,19,0.19,0
13,popB,2.193,19,0.19,0
14,popB,2.193,19,0.19,0
15,popA,2.193,19,0.19,0
16,popB,2.193,19,0.19,0
17,popA,2.193,19,0.19,0
18,popB,2.193,19,0.19,0
19,popA,2.193,19,0.19,0
20,popA,2.193,19,0.19,0
21,popB,2.193,19,0.19,0
22,popB,2.193,19,0.19,0
23,popB,2.193,19,0.19,0
24,popA,2.193,19,0.19,0
25,popB,2.193,19,0.19,0
26,popB,2.371,19,0.19,0.178
27,popB,2.371,19,0.19,0
28,popA,2.371,19,0.19,0
29,popA,2.371,19,0.19,0
30,popB,2.371,19,0.19,0
31,popA,2.371,19,0.19,0
32,popA,2.371,19,0.19,0
33,popA,2.371,19,0.19,0
34,popA,2.371,19,0.19,0
35,popB,2.371,19,0.19,0
36,popB,2.371,19,0.19,0
37,popB,2.371,19,0.19,0
38,popB,2.371,19,0.19,0
39,popA,2.371,19,0.19,0
40,popB,2.371,19,0.19,0
41,popB,2.371,19,0.19,0
42,popB,2.371,19,0.19,0
43,popB,2.371,19,0.19,0
44,popA,2.371,19,0.19,0
45,popA,2.371,19,0.19,0
46,popB,2.371,19,0.19,0
47,popB,2.371,19,0.19,0
48,popA,2.371,19,0.19,0
49,popB,2.371,19,0.19,0
50,popA,2.371,19,0.19,0
0,popB,2.211,20,0.2,0
1,popB,2.211,20,0.2,0
2,popB,2.211,20,0.2,0
3,popB,2.211,20,0.2,0
4,popB,2.211,20,0.2,0
5,popA,2.211,20,0.2,0
6,popB,2.211,20,0.2,0
7,popB,2.211,20,0.2,0
8,popA,2.211,20,0.2,0
9,popB,2.211,20,0.2,0
10,popA,2.211,20,0.2,0
11,popB,2.211,20,0.2,0
12,popA,2.211,20,0.2,0
13,popB,2.211,20,0.2,0
14,popA,2.211,20,0.2,0
15,popB,2.211,20,0.2,0
16,popA,2.211,20,0.2,0
17,popB,2.211,20,0.2,0
18,popA,2.211,20,0.2,0
19,popB,2.211,20,0.2,0
20,popA,2.211,20,0.2,0
21,popA,2.211,20,0.2,0
22,popA,2.211,20,0.2,0
23,popB,2.211,20,0.2,0
24,popB,2.211,20,0.2,0
25,popA,2.211,20,0.2,0
26,popB,2.211,20,0.2,0
27,popA,2.211,20,0.2,0
28,popA,2.211,20,0.2,0
29,popA,2.211,20,0.2,0
30,popA,2.211,20,0.2,0
31,popB,2.211,20,0.2,0
32,popB,2.211,20,0.2,0
33,popB,2.211,20,0.2,0
34,popA,2.211,20,0.2,0
35,popB,2.211,20,0.2,0
36,popA,2.211,20,0.2,0
37,popA,2.211,20,0.2,0
38,popA,2.211,20,0.2,0
39,popB,2.211,20,0.2,0
40,popB,2.211,20,0.2,0
41,popA,2.211,20,0.2,0
42,popB,2.211,20,0.2,0
43,popA,2.211,20,0.2,0
44,popB,2.211,20,0.2,0
45,popB,2.211,20,0.2,0
46,popB,2.211,20,0.2,0
47,popB,2.232,20,0.2,0.021
48,popB,2.232,20,0.2,0
49,popA,2.232,20,0.2,0
50,popB,2.232,20,0.2,0
0,popA,2.155,21,0.21,0
1,popB,2.155,21,0.21,0
2,popB,2.155,21,0.21,0
3,popB,2.155,21,0.21,0
4,popB,2.155,21,0.21,0
5,popB,2.155,21,0.21,0
6,popA,2.155,21,0.21,0
7,popB,2.155,21,0.21,0
8,popB,2.155,21,0.21,0
9,popA,2.155,21,0.21,0
10,popA,2.155,21,0.21,0
11,popB,2.155,21,0.21,0
12,popB,2.155,21,0.21,0
13,popA,2.155,21,0.21,0
14,popB,2.155,21,0.21,0
15,popB,2.155,21,0.21,0
16,popB,2.155,21,0.21,0
17,popB,2.192,21,0.21,0.037
18,popB,2.276,21,0.21,0.084
19,popA,2.276,21,0.21,0
20,popB,2.276,21,0.21,0
21,popA,2.276,21,0.21,0
22,popB,2.297,21,0.21,0.021
23,popB,2.297,21,0.21,0
24,popB,2.297,21,0.21,0
25,popA,2.297,21,0.21,0
26,popB,2.297,21,0.21,0
27,popA,2.297,21,0.21,0
28,popB,2.297,21,0.21,0
29,popB,2.313,21,0.21,0.016
30,popA,2.313,21,0.21,0
31,popA,2.313,21,0.21,0
32,popB,2.313,21,0.21,0
33,popB,2.313,21,0.21,0
34,popB,2.313,21,0.21,0
35,popA,2.313,21,0.21,0
36,popB,2.313,21,0.21,0
37,popA,2.313,21,0.21,0
38,popB,2.313,21,0.21,0
39,popB,2.313,21,0.21,0
40,popA,2.313,21,0.21,0
41,popB,2.313,21,0.21,0
42,popB,2.313,21,0.21,0
43,popA,2.313,21,0.21,0
44,popA,2.313,21,0.21,0
45,popB,2.313,21,0.21,0
46,popA,2.313,21,0.21,0
47,popA,2.313,21,0.21,0
48,popA,2.313,21,0.21,0
49,popA,2.313,21,0.21,0
50,popA,2.313,21,0.21,0
0,popB,1.832,22,0.22,0
1,popB,1.832,22,0.22,0
2,popB,2.107,22,0.22,0.275
3,popA,2.107,22,0.22,0
4,popB,2.164,22,0.22,0.057
5,popB,2.164,22,0.22,0
6,popA,2.164,22,0.22,0
7,popB,2.164,22,0.22,0
8,popA,2.164,22,0.22,0
9,popB,2.164,22,0.22,0
10,popB,2.164,22,0.22,0
11,popA,2.164,22,0.22,0
12,popA,2.164,22,0.22,0
13,popA,2.164,22,0.22,0
14,popB,2.164,22,0.22,0
15,popB,2.164,22,0.22,0
16,popB,2.164,22,0.22,0
17,popA,2.164,22,0.22,0
18,popA,2.164,22,0.22,0
19,popB,2.259,22,0.22,0.095
20,popB,2.259,22,0.22,0
21,popB,2.259,22,0.22,0
22,popB,2.259,22,0.22,0
23,popB,2.259,22,0.22,0
24,popB,2.259,22,0.22,0
25,popB,2.259,22,0.22,0
26,popA,2.259,22,0.22,0
27,popB,2.259,22,0.22,0
28,popA,2.259,22,0.22,0
29,popA,2.259,22,0.22,0
30,popA,2.259,22,0.22,0
31,popB,2.259,22,0.22,0
32,popB,2.259,22,0.22,0
33,popB,2.259,22,0.22,0
34,popB,2.259,22,0.22,0
35,popB,2.259,22,0.22,0
36,popA,2.259,22,0.22,0
37,popA,2.259,22,0.22,0
38,popA,2.259,22,0.22,0
39,popA,2.259,22,0.22,0
40,popB,2.259,22,0.22,0
41,popB,2.259,22,0.22,0
42,popA,2.259,22,0.22,0
43,popA,2.259,22,0.22,0
44,popA,2.259,22,0.22,0
45,popA,2.259,22,0.22,0
46,popB,2.259,22,0.22,0
47,popB,2.259,22,0.22,0
48,popA,2.259,22,0.22,0
49,popA,2.259,22,0.22,0
50,popB,2.259,22,0.22,0
0,popB,2.145,23,0.23,0
1,popB,2.145,23,0.23,0
2,popB,2.17,23,0.23,0.025
3,popB,2.17,23,0.23,0
4,popB,2.261,23,0.23,0.091
5,popA,2.261,23,0.23,0
6,popB,2.261,23,0.23,0
7,popB,2.261,23,0.23,0
8,popB,2.261,23,0.23,0
9,popA,2.261,23,0.23,0
10,popA,2.261,23,0.23,0
11,popB,2.261,23,0.23,0
12,popA,2.261,23,0.23,0
13,popB,2.261,23,0.23,0
14,popA,2.261,23,0.23,0
15,popB,2.261,23,0.23,0
16,popA,2.261,23,0.23,0
17,popB,2.261,23,0.23,0
18,popA,2.261,23,0.23,0
19,popA,2.261,23,0.23,0
20,popA,2.261,23,0.23,0
21,popB,2.261,23,0.23,0
22,popB,2.261,23,0.23,0
23,popB,2.261,23,0.23,0
24,popA,2.261,23,0.23,0
25,popA,2.261,23,0.23,0
26,popA,2.261,23,0.23,0
27,popB,2.261,23,0.23,0
28,popA,2.261,23,0.23,0
29,popA,2.261,23,0.23,0
30,popA,2.261,23,0.23,0
31,popB,2.261,23,0.23,0
32,popB,2.261,23,0.23,0
33,popB,2.261,23,0.23,0
34,popA,2.261,23,0.23,0
35,popB,2.261,23,0.23,0
36,popB,2.261,23,0.23,0
37,popB,2.261,23,0.23,0
38,popB,2.261,23,0.23,0
39,popB,2.261,23,0.23,0
40,popB,2.261,23,0.23,0
41,popA,2.261,23,0.23,0
42,popA,2.261,23,0.23,0
43,popA,2.261,23,0.23,0
44,popA,2.261,23,0.23,0
45,popB,2.289,23,0.23,0.028
46,popA,2.289,23,0.23,0
47,popB,2.289,23,0.23,0
48,popA,2.289,23,0.23,0
49,popA,2.289,23,0.23,0
50,popB,2.289,23,0.23,0
0,popA,2.041,24,0.24,0
1,popB,2.041,24,0.24,0
2,popA,2.041,24,0.24,0
3,popB,2.041,24,0.24,0
4,popB,2.147,24,0.24,0.106
5,popA,2.147,24,0.24,0
6,popB,2.147,24,0.24,0
7,popA,2.147,24,0.24,0
8,popA,2.147,24,0.24,0
9,popA,2.147,24,0.24,0
10,popB,2.147,24,0.24,0
11,popA,2.147,24,0.24,0
12,popA,2.147,24,0.24,0
13,popB,2.147,24,0.24,0
14,popB,2.147,24,0.24,0
15,popB,2.147,24,0.24,0
16,popB,2.147,24,0.24,0
17,popB,2.147,24,0.24,0
18,popB,2.167,24,0.24,0.02
19,popA,2.167,24,0.24,0
20,popB,2.167,24,0.24,0
21,popA,2.167,24,0.24,0
22,popB,2.167,24,0.24,0
23,popB,2.167,24,0.24,0
24,popA,2.167,24,0.24,0
25,popB,2.167,24,0.24,0
26,popB,2.167,24,0.24,0
27,popB,2.167,24,0.24,0
28,popB,2.167,24,0.24,0
29,popB,2.167,24,0.24,0
30,popB,2.167,24,0.24,0
31,popA,2.167,24,0.24,0
32,popB,2.167,24,0.24,0
33,popB,2.167,24,0.24,0
34,popA,2.167,24,0.24,0
35,popB,2.167,24,0.24,0
36,popB,2.167,24,0.24,0
37,popA,2.167,24,0.24,0
38,popB,2.167,24,0.24,0
39,popB,2.167,24,0.24,0
40,popA,2.167,24,0.24,0
41,popB,2.167,24,0.24,0
42,popB,2.167,24,0.24,0
43,popA,2.167,24,0.24,0
44,popA,2.167,24,0.24,0
45,popB,2.167,24,0.24,0
46,popB,2.167,24,0.24,0
47,popB,2.167,24,0.24,0
48,popA,2.167,24,0.24,0
49,popA,2.167,24,0.24,0
50,popA,2.167,24,0.24,0
0,popB,1.965,25,0.25,0
1,popA,1.965,25,0.25,0
2,popB,1.965,25,0.25,0
3,popB,1.965,25,0.25,0
4,popA,1.965,25,0.25,0
5,popB,1.965,25,0.25,0
6,popB,1.998,25,0.25,0.033
7,popA,1.998,25,0.25,0
8,popA,1.998,25,0.25,0
9,popB,1.998,25,0.25,0
10,popB,1.998,25,0.25,0
11,popB,2.031,25,0.25,0.033
12,popB,2.031,25,0.25,0
13,popB,2.031,25,0.25,0
14,popB,2.031,25,0.25,0
15,popB,2.031,25,0.25,0
16,popB,2.031,25,0.25,0
17,popB,2.031,25,0.25,0
18,popB,2.031,25,0.25,0
19,popB,2.031,25,0.25,0
20,popB,2.068,25,0.25,0.037
21,popB,2.068,25,0.25,0
22,popB,2.068,25,0.25,0
23,popA,2.068,25,0.25,0
24,popB,2.162,25,0.25,0.094
25,popB,2.162,25,0.25,0
26,popB,2.162,25,0.25,0
27,popA,2.162,25,0.25,0
28,popB,2.179,25,0.25,0.017
29,popB,2.179,25,0.25,0
30,popB,2.179,25,0.25,0
31,popB,2.179,25,0.25,0
32,popA,2.179,25,0.25,0
33,popB,2.179,25,0.25,0
34,popB,2.179,25,0.25,0
35,popA,2.179,25,0.25,0
36,popA,2.179,25,0.25,0
37,popB,2.179,25,0.25,0
38,popA,2.179,25,0.25,0
39,popA,2.179,25,0.25,0
40,popA,2.179,25,0.25,0
41,popB,2.179,25,0.25,0
42,popB,2.179,25,0.25,0
43,popB,2.179,25,0.25,0
44,popB,2.179,25,0.25,0
45,popB,2.179,25,0.25,0
46,popB,2.179,25,0.25,0
47,popB,2.179,25,0.25,0
48,popB,2.179,25,0.25,0
49,popA,2.179,25,0.25,0
50,popA,2.179,25,0.25,0
0,popA,2.035,26,0.26,0
1,popB,2.035,26,0.26,0
2,popB,2.035,26,0.26,0
3,popA,2.035,26,0.26,0
4,popB,2.154,26,0.26,0.119
5,popA,2.154,26,0.26,0
6,popB,2.17,26,0.26,0.016
7,popB,2.17,26,0.26,0
8,popA,2.17,26,0.26,0
9,popB,2.17,26,0.26,0
10,popA,2.17,26,0.26,0
11,popB,2.17,26,0.26,0
12,popB,2.17,26,0.26,0
13,popA,2.17,26,0.26,0
14,popB,2.17,26,0.26,0
15,popA,2.17,26,0.26,0
16,popB,2.17,26,0.26,0
17,popB,2.17,26,0.26,0
18,popB,2.17,26,0.26,0
19,popA,2.17,26,0.26,0
20,popA,2.17,26,0.26,0
21,popB,2.17,26,0.26,0
22,popA,2.17,26,0.26,0
23,popB,2.17,26,0.26,0
24,popB,2.17,26,0.26,0
25,popB,2.181,26,0.26,0.011
26,popB,2.201,26,0.26,0.02
27,popA,2.201,26,0.26,0
28,popA,2.201,26,0.26,0
29,popB,2.202,26,0.26,0.001
30,popB,2.202,26,0.26,0
31,popB,2.202,26,0.26,0
32,popA,2.202,26,0.26,0
33,popB,2.351,26,0.26,0.149
34,popB,2.351,26,0.26,0
35,popB,2.351,26,0.26,0
36,popA,2.351,26,0.26,0
37,popA,2.351,26,0.26,0
38,popB,2.351,26,0.26,0
39,popA,2.351,26,0.26,0
40,popB,2.351,26,0.26,0
41,popB,2.351,26,0.26,0
42,popB,2.351,26,0.26,0
43,popA,2.351,26,0.26,0
44,popA,2.351,26,0.26,0
45,popA,2.351,26,0.26,0
46,popB,2.351,26,0.26,0
47,popB,2.351,26,0.26,0
48,popA,2.351,26,0.26,0
49,popB,2.351,26,0.26,0
50,popB,2.351,26,0.26,0
0,popB,2.317,27,0.27,0
1,popB,2.317,27,0.27,0
2,popB,2.317,27,0.27,0
3,popA,2.317,27,0.27,0
4,popA,2.317,27,0.27,0
5,popB,2.317,27,0.27,0
6,popA,2.317,27,0.27,0
7,popB,2.317,27,0.27,0
8,popB,2.317,27,0.27,0
9,popB,2.317,27,0.27,0
10,popA,2.317,27,0.27,0
11,popB,2.317,27,0.27,0
12,popB,2.359,27,0.27,0.042
13,popB,2.359,27,0.27,0
14,popB,2.359,27,0.27,0
15,popA,2.359,27,0.27,0
16,popB,2.359,27,0.27,0
17,popA,2.359,27,0.27,0
18,popA,2.359,27,0.27,0
19,popA,2.359,27,0.27,0
20,popA,2.359,27,0.27,0
21,popB,2.359,27,0.27,0
22,popA,2.359,27,0.27,0
23,popB,2.359,27,0.27,0
24,popB,2.359,27,0.27,0
25,popA,2.359,27,0.27,0
26,popB,2.359,27,0.27,0
27,popB,2.369,27,0.27,0.01
28,popB,2.369,27,0.27,0
29,popA,2.369,27,0.27,0
30,popA,2.369,27,0.27,0
31,popA,2.369,27,0.27,0
32,popA,2.369,27,0.27,0
33,popB,2.369,27,0.27,0
34,popA,2.369,27,0.27,0
35,popB,2.411,27,0.27,0.042
36,popA,2.411,27,0.27,0
37,popB,2.411,27,0.27,0
38,popB,2.411,27,0.27,0
39,popB,2.411,27,0.27,0
40,popA,2.411,27,0.27,0
41,popA,2.411,27,0.27,0
42,popA,2.411,27,0.27,0
43,popB,2.411,27,0.27,0
44,popA,2.411,27,0.27,0
45,popB,2.411,27,0.27,0
46,popA,2.411,27,0.27,0
47,popB,2.411,27,0.27,0
48,popB,2.411,27,0.27,0
49,popB,2.411,27,0.27,0
50,popB,2.411,27,0.27,0
0,popA,2.269,28,0.28,0
1,popB,2.269,28,0.28,0
2,popA,2.269,28,0.28,0
3,popA,2.269,28,0.28,0
4,popB,2.269,28,0.28,0
5,popB,2.269,28,0.28,0
6,popA,2.269,28,0.28,0
7,popA,2.269,28,0.28,0
8,popB,2.269,28,0.28,0
9,popA,2.269,28,0.28,0
10,popA,2.269,28,0.28,0
11,popB,2.269,28,0.28,0
12,popB,2.269,28,0.28,0
13,popA,2.269,28,0.28,0
14,popB,2.269,28,0.28,0
15,popA,2.269,28,0.28,0
16,popA,2.269,28,0.28,0
17,popA,2.269,28,0.28,0
18,popA,2.269,28,0.28,0
19,popA,2.269,28,0.28,0
20,popB,2.269,28,0.28,0
21,popB,2.306,28,0.28,0.037
22,popB,2.306,28,0.28,0
23,popA,2.306,28,0.28,0
24,popB,2.306,28,0.28,0
25,popB,2.349,28,0.28,0.043
26,popB,2.349,28,0.28,0
27,popB,2.349,28,0.28,0
28,popB,2.349,28,0.28,0
29,popA,2.349,28,0.28,0
30,popB,2.349,28,0.28,0
31,popA,2.349,28,0.28,0
32,popB,2.349,28,0.28,0
33,popB,2.349,28,0.28,0
34,popA,2.349,28,0.28,0
35,popA,2.349,28,0.28,0
36,popB,2.349,28,0.28,0
37,popB,2.349,28,0.28,0
38,popA,2.349,28,0.28,0
39,popA,2.349,28,0.28,0
40,popB,2.349,28,0.28,0
41,popB,2.349,28,0.28,0
42,popA,2.349,28,0.28,0
43,popA,2.349,28,0.28,0
44,popB,2.349,28,0.28,0
45,popB,2.349,28,0.28,0
46,popB,2.349,28,0.28,0
47,popA,2.349,28,0.28,0
48,popB,2.349,28,0.28,0
49,popA,2.349,28,0.28,0
50,popB,2.349,28,0.28,0
0,popB,2.214,29,0.29,0
1,popB,2.214,29,0.29,0
2,popB,2.214,29,0.29,0
3,popA,2.214,29,0.29,0
4,popA,2.214,29,0.29,0
5,popB,2.214,29,0.29,0
6,popA,2.214,29,0.29,0
7,popA,2.214,29,0.29,0
8,popB,2.214,29,0.29,0
9,popA,2.214,29,0.29,0
10,popA,2.214,29,0.29,0
11,popB,2.214,29,0.29,0
12,popB,2.214,29,0.29,0
13,popB,2.214,29,0.29,0
14,popB,2.214,29,0.29,0
15,popB,2.214,29,0.29,0
16,popB,2.214,29,0.29,0
17,popB,2.214,29,0.29,0
18,popA,2.214,29,0.29,0
19,popA,2.214,29,0.29,0
20,popB,2.214,29,0.29,0
21,popB,2.214,29,0.29,0
22,popA,2.214,29,0.29,0
23,popB,2.214,29,0.29,0
24,popB,2.214,29,0.29,0
25,popB,2.214,29,0.29,0
26,popA,2.214,29,0.29,0
27,popB,2.239,29,0.29,0.025
28,popB,2.239,29,0.29,0
29,popB,2.239,29,0.29,0
30,popB,2.239,29,0.29,0
31,popA,2.239,29,0.29,0
32,popA,2.239,29,0.29,0
33,popB,2.239,29,0.29,0
34,popB,2.239,29,0.29,0
35,popA,2.239,29,0.29,0
36,popB,2.273,29,0.29,0.034
37,popA,2.273,29,0.29,0
38,popA,2.273,29,0.29,0
39,popA,2.273,29,0.29,0
40,popB,2.273,29,0.29,0
41,popA,2.273,29,0.29,0
42,popB,2.273,29,0.29,0
43,popA,2.273,29,0.29,0
44,popA,2.273,29,0.29,0
45,popB,2.273,29,0.29,0
46,popB,2.273,29,0.29,0
47,popB,2.273,29,0.29,0
48,popA,2.273,29,0.29,0
49,popA,2.273,29,0.29,0
50,popA,2.273,29,0.29,0
0,popB,2.083,30,0.3,0
1,popB,2.083,30,0.3,0
2,popB,2.083,30,0.3,0
3,popA,2.083,30,0.3,0
4,popB,2.083,30,0.3,0
5,popA,2.083,30,0.3,0
6,popB,2.083,30,0.3,0
7,popB,2.083,30,0.3,0
8,popB,2.083,30,0.3,0
9,popB,2.083,30,0.3,0
10,popB,2.083,30,0.3,0
11,popB,2.083,30,0.3,0
12,popB,2.083,30,0.3,0
13,popA,2.083,30,0.3,0
14,popA,2.083,30,0.3,0
15,popA,2.083,30,0.3,0
16,popB,2.144,30,0.3,0.061
17,popB,2.144,30,0.3,0
18,popB,2.144,30,0.3,0
19,popB,2.144,30,0.3,0
20,popA,2.144,30,0.3,0
21,popA,2.144,30,0.3,0
22,popB,2.144,30,0.3,0
23,popB,2.168,30,0.3,0.024
24,popB,2.168,30,0.3,0
25,popA,2.168,30,0.3,0
26,popB,2.168,30,0.3,0
27,popB,2.168,30,0.3,0
28,popB,2.168,30,0.3,0
29,popB,2.168,30,0.3,0
30,popA,2.168,30,0.3,0
31,popB,2.168,30,0.3,0
32,popB,2.168,30,0.3,0
33,popB,2.199,30,0.3,0.031
34,popB,2.199,30,0.3,0
35,popB,2.199,30,0.3,0
36,popA,2.199,30,0.3,0
37,popA,2.199,30,0.3,0
38,popA,2.199,30,0.3,0
39,popB,2.199,30,0.3,0
40,popB,2.199,30,0.3,0
41,popB,2.199,30,0.3,0
42,popB,2.199,30,0.3,0
43,popB,2.234,30,0.3,0.035
44,popA,2.234,30,0.3,0
45,popB,2.234,30,0.3,0
46,popB,2.234,30,0.3,0
47,popB,2.234,30,0.3,0
48,popB,2.326,30,0.3,0.092
49,popB,2.356,30,0.3,0.03
50,popB,2.356,30,0.3,0
0,popA,2.11,31,0.31,0
1,popB,2.11,31,0.31,0
2,popA,2.11,31,0.31,0
3,popA,2.11,31,0.31,0
4,popA,2.11,31,0.31,0
5,popA,2.11,31,0.31,0
6,popB,2.11,31,0.31,0
7,popB,2.11,31,0.31,0
8,popA,2.11,31,0.31,0
9,popB,2.11,31,0.31,0
10,popB,2.11,31,0.31,0
11,popB,2.11,31,0.31,0
12,popB,2.11,31,0.31,0
13,popB,2.198,31,0.31,0.088
14,popB,2.198,31,0.31,0
15,popB,2.198,31,0.31,0
16,popA,2.198,31,0.31,0
17,popA,2.198,31,0.31,0
18,popB,2.198,31,0.31,0
19,popB,2.198,31,0.31,0
20,popB,2.227,31,0.31,0.029
21,popA,2.227,31,0.31,0
22,popB,2.227,31,0.31,0
23,popB,2.227,31,0.31,0
24,popB,2.227,31,0.31,0
25,popB,2.227,31,0.31,0
26,popA,2.227,31,0.31,0
27,popB,2.266,31,0.31,0.039
28,popB,2.266,31,0.31,0
29,popA,2.266,31,0.31,0
30,popA,2.266,31,0.31,0
31,popB,2.266,31,0.31,0
32,popA,2.266,31,0.31,0
33,popA,2.266,31,0.31,0
34,popA,2.266,31,0.31,0
35,popB,2.266,31,0.31,0
36,popB,2.266,31,0.31,0
37,popA,2.266,31,0.31,0
38,popA,2.266,31,0.31,0
39,popA,2.266,31,0.31,0
40,popB,2.266,31,0.31,0
41,popB,2.266,31,0.31,0
42,popA,2.266,31,0.31,0
43,popB,2.266,31,0.31,0
44,popB,2.266,31,0.31,0
45,popB,2.266,31,0.31,0
46,popB,2.266,31,0.31,0
47,popB,2.266,31,0.31,0
48,popB,2.277,31,0.31,0.011
49,popB,2.277,31,0.31,0
50,popA,2.277,31,0.31,0
0,popB,2.474,32,0.32,0
1,popA,2.474,32,0.32,0
2,popA,2.474,32,0.32,0
3,popB,2.474,32,0.32,0
4,popB,2.474,32,0.32,0
5,popB,2.474,32,0.32,0
6,popB,2.474,32,0.32,0
7,popA,2.474,32,0.32,0
8,popA,2.474,32,0.32,0
9,popB,2.474,32,0.32,0
10,popB,2.474,32,0.32,0
11,popA,2.474,32,0.32,0
12,popA,2.474,32,0.32,0
13,popB,2.474,32,0.32,0
14,popA,2.474,32,0.32,0
15,popA,2.474,32,0.32,0
16,popA,2.474,32,0.32,0
17,popA,2.474,32,0.32,0
18,popA,2.474,32,0.32,0
19,popB,2.474,32,0.32,0
20,popA,2.474,32,0.32,0
21,popA,2.474,32,0.32,0
22,popA,2.474,32,0.32,0
23,popA,2.474,32,0.32,0
24,popA,2.474,32,0.32,0
25,popA,2.474,32,0.32,0
26,popB,2.474,32,0.32,0
27,popB,2.474,32,0.32,0
28,popB,2.474,32,0.32,0
29,popB,2.474,32,0.32,0
30,popB,2.474,32,0.32,0
31,popA,2.474,32,0.32,0
32,popA,2.474,32,0.32,0
33,popB,2.474,32,0.32,0
34,popA,2.474,32,0.32,0
35,popB,2.474,32,0.32,0
36,popB,2.474,32,0.32,0
37,popA,2.474,32,0.32,0
38,popB,2.474,32,0.32,0
39,popA,2.474,32,0.32,0
40,popB,2.474,32,0.32,0
41,popB,2.474,32,0.32,0
42,popA,2.474,32,0.32,0
43,popB,2.474,32,0.32,0
44,popA,2.474,32,0.32,0
45,popA,2.474,32,0.32,0
46,popA,2.474,32,0.32,0
47,popA,2.474,32,0.32,0
48,popA,2.474,32,0.32,0
49,popA,2.474,32,0.32,0
